Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Color,Registered Car,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Seats,Exchange Possible,VIN Chassis number,Mileage,VIN number
Toyota Tacoma 4dr Double Cab 2016 Red,"₦ 19,000,000",₦ 17.91 M ~ 19 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/91944651_NjIwLTQ2NS1hMTM0YWJiNGVm.webp,https://pictures-nigeria.jijistatic.com/91944651_MTExLTgzLWExMzRhYmI0ZWY.webp | https://pictures-nigeria.jijistatic.com/91944653_MTExLTgzLTU0MmZlNzBiOWU.webp | https://pictures-nigeria.jijistatic.com/91944647_MTExLTgzLTNmY2Q2YjA2MTE.webp | https://pictures-nigeria.jijistatic.com/91944654_MTExLTgzLWU0MjQ4NmY0ODA.webp | https://pictures-nigeria.jijistatic.com/91944646_MTExLTgzLTE1MjY0ODBkY2U.webp,Automatic,68312 km,Petrol,Foreign Used,,Faniyi Olamilekan,https://jiji.ng/amuwo-odofin/cars/toyota-tacoma-4dr-double-cab-2016-red-nP2bBzmymMhW8frienjOFQkZ.html,"No faults, Unpainted, Original parts",Toyota,Tacoma,2016,Red,,4dr Double Cab,Pickup,Rear Wheel,,,,,,,,
Mercedes-Benz M Class ML 350 4Matic 2012 Black,"₦ 13,600,000",₦ 13.82 M ~ 14.44 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/115486950_NjIwLTc0OS1jZjE3Yjg2ZDFl.webp,https://pictures-nigeria.jijistatic.com/115486950_MTExLTEzNC1jZjE3Yjg2ZDFl.webp | https://pictures-nigeria.jijistatic.com/115486957_MTExLTE0OC1hYThiMjMyMmE2.webp | https://pictures-nigeria.jijistatic.com/115486951_MTExLTEyNy05NTZmODJkZGZk.webp | https://pictures-nigeria.jijistatic.com/115486944_MTExLTEyNy05MWI2M2VhM2M0.webp | https://pictures-nigeria.jijistatic.com/115486952_MTExLTEyMi1mMzg0ZWE2MmFm.webp,Automatic,85000 km,,Foreign Used,,Goldia Ebere,https://jiji.ng/ogba/cars/mercedes-benz-m-class-ml-350-4matic-2012-black-2JzfBJUvLk934Obz1Bp2HM8z.html,"No faults, Original parts, First owner",Mercedes-Benz,M Class,2012,Black,,ML 350 4Matic,,,,,,,,,,
Lexus RX 350 AWD 2013 Gold,"₦ 16,500,000",₦ 13.5 M ~ 13.9 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/116456241_NjIwLTQ2NS1lNGE0OWRiZTJj.webp,https://pictures-nigeria.jijistatic.com/116456241_MTExLTgzLWU0YTQ5ZGJlMmM.webp | https://pictures-nigeria.jijistatic.com/116456240_MTExLTgzLTM1NGIyNzVkYmQ.webp | https://pictures-nigeria.jijistatic.com/116456231_MTExLTgzLWZhYjE2MTAwNWE.webp | https://pictures-nigeria.jijistatic.com/116456235_MTExLTgzLTAwMzIzM2U3NWY.webp | https://pictures-nigeria.jijistatic.com/116456237_MTExLTgzLTBlYzUyNzIzZTc.webp,Automatic,62563 km,Petrol,Foreign Used,Air Conditioning | Alloy Wheels | AM/FM Radio | CD Player | Airbags,TOSHIBA MOTORS,https://jiji.ng/apapa/cars/lexus-rx-350-awd-2013-gold-5jauJdulOcH7SL8NTk1Z191s.html,No faults,Lexus,RX,2013,Gold,No,350 AWD,SUV,All Wheel,3500           cc,6,270           hp,5,No,,,
Land Rover Range Rover Vogue 2014 Black,"₦ 28,000,000",₦ 30 M ~ 31.94 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/71508833_NjIwLTQ2NS00ZDAwZjI4NWEz.webp,https://pictures-nigeria.jijistatic.com/71508833_MTExLTgzLTRkMDBmMjg1YTM.webp | https://pictures-nigeria.jijistatic.com/71508731_MTExLTgzLTAwNjBjMTU1M2E.webp | https://pictures-nigeria.jijistatic.com/71508743_MTExLTgzLTI1MzUyMDhjZjg.webp | https://pictures-nigeria.jijistatic.com/71508744_MTExLTgzLWI4ZmU5OGNiMzk.webp | https://pictures-nigeria.jijistatic.com/71508751_MTExLTE0OC02MGNlY2Q4MTY2.webp,Automatic,,,Foreign Used,,Izu,https://jiji.ng/lekki/cars/land-rover-range-rover-vogue-2014-black-l2aoiALVE16ZybfrqCwSoAMH.html,No faults,Land Rover,Range Rover Vogue,2014,Black,No,,,,,,,,Yes,,,
Toyota Camry 2013 Red,"₦ 6,800,000,",₦ 7.3 M ~ 7.55 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/116841649_NjIwLTQ2NS0xY2RhMDgzOTQ3.webp,https://pictures-nigeria.jijistatic.com/116841649_MTExLTgzLTFjZGEwODM5NDc.webp | https://pictures-nigeria.jijistatic.com/116841643_MTExLTgzLWNmY2IzYTliYzI.webp | https://pictures-nigeria.jijistatic.com/116841650_MTExLTgzLTk1YzY3MzM4N2M.webp | https://pictures-nigeria.jijistatic.com/116841648_MTExLTgzLTQ1OWM2NWNmYTA.webp | https://pictures-nigeria.jijistatic.com/116841652_MTExLTgzLWQ4ZWMyZWJmMjM.webp,Automatic,,Petrol,Foreign Used,,Geeautos,https://jiji.ng/ajah/cars/toyota-camry-2013-red-pzfcvT5p3ELLDn1jd403IK70.html,No faults,Toyota,Camry,2013,Red,No,XLE 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,5,,,,
Toyota Hilux 2010 White,"₦ 7,000,000,",₦ 6.35 M ~ 7.5 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117194133_NjIwLTgyNy1iZjQxYjkzMzBj.webp,https://pictures-nigeria.jijistatic.com/117194133_MTExLTE0OC1iZjQxYjkzMzBj.webp | https://pictures-nigeria.jijistatic.com/117194130_MTExLTgzLTIzYzcxYjdhY2I.webp | https://pictures-nigeria.jijistatic.com/117194127_MTExLTE0OC1lMTU3MjEwMzlj.webp | https://pictures-nigeria.jijistatic.com/117194126_MTExLTE0OC01ODkzZDQxMDJm.webp | https://pictures-nigeria.jijistatic.com/117194125_MTExLTE0OC1jYTNmMzU5MDEy.webp,Manual,,,Nigerian Used,,Chukwuma Martin Okonmah,https://jiji.ng/port-harcourt/cars/toyota-hilux-2010-white-za5ve3qGAGWpbnl7rdoKT750.html,"Original parts, Unpainted",Toyota,Hilux,2010,White,,,,,,,,,,,,
Toyota Camry 2010 Black,"₦ 2,900,000,",₦ 3.4 M ~ 3.55 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/117248985_NjIwLTQ2NS1mOGZmY2RhYTAx.webp,https://pictures-nigeria.jijistatic.com/117248985_MTExLTgzLWY4ZmZjZGFhMDE.webp | https://pictures-nigeria.jijistatic.com/117248978_MTExLTgzLWRjODM2YmQ4MTk.webp | https://pictures-nigeria.jijistatic.com/117248968_MTExLTgzLTg4ZjE0NDEyYTk.webp | https://pictures-nigeria.jijistatic.com/117248988_MTExLTgzLWM0ZjE1NDA5NzA.webp | https://pictures-nigeria.jijistatic.com/117248984_MTExLTgzLTVhOWQ2Y2ViOGU.webp,Automatic,112110 km,,Nigerian Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | Parking Sensors | Sidesteps | Parking Assist | Roof Rack,Unuigbe John,https://jiji.ng/warri-south/cars/toyota-camry-2010-black-8CPL5GouLH4Y50ks9FCSXm44.html,"No faults, First registration, First owner",Toyota,Camry,2010,Black,Yes,,,,,,,,,,,
Peugeot 504 1990 Green,"₦ 1,550,000",,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/102404940_NjIwLTI3OS1kYmY3OWJjNmNh.webp,https://pictures-nigeria.jijistatic.com/102404940_MTExLTUwLWRiZjc5YmM2Y2E.webp | https://pictures-nigeria.jijistatic.com/102404894_MTExLTUwLWUxYzdiYjUwM2U.webp | https://pictures-nigeria.jijistatic.com/102404893_MTExLTUwLTI5MmE5NmJhYzY.webp | https://pictures-nigeria.jijistatic.com/102404900_MTExLTUwLTI3MzhhZmE5M2I.webp | https://pictures-nigeria.jijistatic.com/102404925_MTExLTUwLTc2ODVkYjQyNjk.webp,Manual,,,Nigerian Used,,Fx global,https://jiji.ng/kaduna-north/cars/peugeot-504-1990-green-zMtEX4KIAwVQAyIRwnJkeuQo.html,No faults,Peugeot,504,1990,Green,,,,,,,,,,,,
Toyota Venza V6 2009 Brown,"₦ 10,500,000",₦ 8.81 M ~ 9.49 M,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/110744033_NjIwLTgyNy0wZTYyZTNlNDc2LTE.webp,https://pictures-nigeria.jijistatic.com/110744033_MTExLTE0OC0wZTYyZTNlNDc2LTE.webp | https://pictures-nigeria.jijistatic.com/110731503_MTExLTE0Ny00ZWQzZjU4NTJiLTE.webp | https://pictures-nigeria.jijistatic.com/110744028_MTExLTE0OC00NzhmMTAxYjQwLTE.webp | https://pictures-nigeria.jijistatic.com/110731510_MTExLTE0Ny1hOTg3ZWVkZjUxLTE.webp | https://pictures-nigeria.jijistatic.com/110744036_MTExLTE0OC1lMjg2YWNmNmQyLTE.webp,Automatic,148000 km,Petrol,Foreign Used,AM/FM Radio | Cup Holders | Airbags | Electric Mirrors | Leather Seats | CD Player | Parking Sensors | Alloy Wheels | Front Fog Lamps | Air Conditioning | Sunroof,Crownluv Ventures,https://jiji.ng/akure-south/cars/toyota-venza-v6-2009-brown-6BZuodWwMj7QLR6DUnabrWlP.html,No faults,Toyota,Venza,2009,Brown,No,V6,Crossover,Front Wheel,3500           cc,6,273           hp,5,No,4T3BK11AX9U******,,
Toyota Hilux 2014 SR 4x4 Black,"₦ 15,500,000",₦ 12.5 M ~ 13.65 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/79402881_NjIwLTgyNy1hZWMxMGM1NDQ3.webp,https://pictures-nigeria.jijistatic.com/79402881_MTExLTE0OC1hZWMxMGM1NDQ3.webp | https://pictures-nigeria.jijistatic.com/79402884_MTExLTgzLTVlYzQ2MTg4ZmU.webp | https://pictures-nigeria.jijistatic.com/79403003_MTExLTgzLWNlMTExN2ViOWI.webp | https://pictures-nigeria.jijistatic.com/79403004_MTExLTExMS1lOTkyNzhkZGI2.webp | https://pictures-nigeria.jijistatic.com/79403006_MTExLTExMS02OTE4MmQ2ODBk.webp,Automatic,45000 km,,Nigerian Used,,Wyatt1 Autos,https://jiji.ng/surulere/cars/toyota-hilux-2014-sr-4x4-black-dUrHFRQyWDCsVe9gQkSsjSvj.html,Original parts,Toyota,Hilux,2014,Black,Yes,SR 4x4,,,,,,,Yes,,,
Toyota Tacoma 2005 Blue,"₦ 8,850,000",₦ 6.72 M ~ 8.54 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/104142085_NjIwLTQ2NS05Yjc4MGM2NTE4.webp,https://pictures-nigeria.jijistatic.com/104142085_MTExLTgzLTliNzgwYzY1MTg.webp | https://pictures-nigeria.jijistatic.com/104142083_MTExLTgzLTg1ZjBiYjA1NTY.webp | https://pictures-nigeria.jijistatic.com/104142086_MTExLTgzLTNjMTVlMWJmYWU.webp | https://pictures-nigeria.jijistatic.com/104142080_MTExLTgzLWNjMjMxYjcwOWM.webp | https://pictures-nigeria.jijistatic.com/104142082_MTExLTgzLTMxZTU3NWQ0YWM.webp,Automatic,,,Foreign Used,,Okoli,https://jiji.ng/ojodu/cars/toyota-tacoma-2005-blue-awONb1qXIjqeYq3cSkAN0SLy.html,No faults,Toyota,Tacoma,2005,Blue,No,,,,,,,,,,,
Toyota Venza V6 2009 Blue,"₦ 11,000,000,",₦ 8.89 M ~ 9.5 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117210412_NjIwLTQ2NS1hOTFiZjVjNjg2.webp,https://pictures-nigeria.jijistatic.com/117210412_MTExLTgzLWE5MWJmNWM2ODY.webp | https://pictures-nigeria.jijistatic.com/117210413_MTExLTgzLWQ0NzZjMGQ0NDM.webp | https://pictures-nigeria.jijistatic.com/117210418_MTExLTgzLTc0NGEyYjIwYjg.webp | https://pictures-nigeria.jijistatic.com/117210419_MTExLTgzLWE4NGQxYzJlNGU.webp | https://pictures-nigeria.jijistatic.com/117212544_MTExLTE0OC1hMjUzMGUyMWMx.webp,Automatic,100000 km,Petrol,Foreign Used,Airbags | Cruise Control | Parking Assist | Electric Mirrors | Electric Windows | CD Player | AM/FM Radio | Alloy Wheels | Air Conditioning | Leather Seats,Auto Plug PH,https://jiji.ng/port-harcourt/cars/toyota-venza-v6-2009-blue-msS5iwuPO2BJELTZbdnlG84h.html,"Unpainted, Original parts",Toyota,Venza,2009,Blue,Yes,V6,Crossover,Front Wheel,3500           cc,6,273           hp,5,Yes,,,
Nissan Pathfinder 2014 White,"₦ 3,970,000",,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/116375984_NjIwLTQ2NS03NjFkYjY1ZDFi.webp,https://pictures-nigeria.jijistatic.com/116375984_MTExLTgzLTc2MWRiNjVkMWI.webp | https://pictures-nigeria.jijistatic.com/116375987_MTExLTgzLWU1YTNkZWI1MzE.webp | https://pictures-nigeria.jijistatic.com/115173610_MTExLTgzLWVhNmUyMmU3MDk.webp | https://pictures-nigeria.jijistatic.com/115173606_MTExLTgzLTk4ODQ3Y2Q5NWM.webp | https://pictures-nigeria.jijistatic.com/115173607_MTExLTgzLTQxMzgyMmVjYzQ.webp,Automatic,89339 km,,Nigerian Used,Android Auto | Airbags | AM/FM Radio | CD Player | AM/FM Radio | Alloy Wheels | CD Player | Blind Spot Monitor | Air Conditioning | Alloy Wheels | Armrests | Airbags | CarPlay | Bullbar | Air Conditioning | Anti-Lock Brakes,akindele walcot,https://jiji.ng/kaduna-north/cars/nissan-pathfinder-2014-white-bhNtUsWAmEWoyx9VEr7DEiKS.html,No faults,Nissan,Pathfinder,2014,White,No,,,,,,,,No,,,
Lexus LX 570 2010 Black,"₦ 36,000,000",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/113111231_NjIwLTQ2NS1mNWNjZTcyMDA2.webp,https://pictures-nigeria.jijistatic.com/113111231_MTExLTgzLWY1Y2NlNzIwMDY.webp | https://pictures-nigeria.jijistatic.com/113111244_MTExLTgzLWIzN2YyYzY5YTY.webp | https://pictures-nigeria.jijistatic.com/113111242_MTExLTgzLWYzNmQ4NmU3ZWU.webp | https://pictures-nigeria.jijistatic.com/113111236_MTExLTgzLTYzZjNiYmUyYWI.webp | https://pictures-nigeria.jijistatic.com/113111240_MTExLTgzLTA5NWRmMjkwYjc.webp,Automatic,,Petrol,Foreign Used,,Ogonna Emmanuel,https://jiji.ng/port-harcourt/cars/lexus-lx-570-2010-black-r7BW6n8bBENnM8WTh0M1GBRN.html,No faults,Lexus,LX,2010,Black,No,570,SUV,All Wheel,5700           cc,8,388           hp,5,No,,,
Lexus IS 250 2007 Black,"₦ 4,300,000",₦ 4.53 M ~ 4.84 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/112251192_NjIwLTQ2NS03YjE5NGI0N2Vh.webp,https://pictures-nigeria.jijistatic.com/112251192_MTExLTgzLTdiMTk0YjQ3ZWE.webp | https://pictures-nigeria.jijistatic.com/112251189_MTExLTgzLWJlOGVkNzk3ZjI.webp | https://pictures-nigeria.jijistatic.com/112251190_MTExLTgzLTdmZmVmZTMwM2U.webp | https://pictures-nigeria.jijistatic.com/112251188_MTExLTgzLTdlYmFlZjYwMGM.webp | https://pictures-nigeria.jijistatic.com/112251191_MTExLTgzLTEzOTMwZjBjMTg.webp,Automatic,112580 km,Diesel,Foreign Used,AM/FM Radio | Alloy Wheels,Idris Olaniyi,https://jiji.ng/ibadan/cars/lexus-is-250-2007-black-5LNSd7lcs1rVjQLE1bDyPg08.html,"No faults, Unpainted",Lexus,IS,2007,Black,No,250,Sedan,Rear Wheel,2500           cc,6,208           hp,5,Yes,4T1BK46K99U******,,
Toyota Venza AWD 2010 Black,"₦ 9,500,000",₦ 8.8 M ~ 9.46 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/110327036_NjIwLTQ2NS0xOTc3NmU0ZTcz.webp,https://pictures-nigeria.jijistatic.com/110327036_MTExLTgzLTE5Nzc2ZTRlNzM.webp | https://pictures-nigeria.jijistatic.com/110327035_MTExLTgzLTI0NmY2NmI3OGU.webp | https://pictures-nigeria.jijistatic.com/110327026_MTExLTgzLTdhODgwZGE4Nzk.webp | https://pictures-nigeria.jijistatic.com/110327032_MTExLTgzLTJlOWI4MmRiNjg.webp | https://pictures-nigeria.jijistatic.com/110327031_MTExLTgzLTRkYjc2NmEyODk.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats,Femi David,https://jiji.ng/magodo/cars/toyota-venza-awd-2010-black-jVMX8Ov5O77qtQ56QxpHjZjS.html,No faults,Toyota,Venza,2010,Black,No,AWD,Crossover,All Wheel,2700           cc,4,185           hp,5,No,,,
Mercedes-Benz GL-Class GL 450 2013 Black,"₦ 16,500,000",₦ 15.23 M ~ 16.77 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/113301396_NjIwLTgyNy00NDViMWRmZTU0.webp,https://pictures-nigeria.jijistatic.com/113301396_MTExLTE0OC00NDViMWRmZTU0.webp | https://pictures-nigeria.jijistatic.com/113301426_MTExLTE0OC0yNDk2MjdhZmYx.webp | https://pictures-nigeria.jijistatic.com/113301427_MTExLTE0OC1hODQ4Nzc5OTY2.webp | https://pictures-nigeria.jijistatic.com/113301420_MTExLTE0OC02NDhmMTEyZjE0.webp | https://pictures-nigeria.jijistatic.com/113301438_MTExLTE0OC04ZWI5NTZjZmIz.webp,Automatic,65000 km,,Foreign Used,,Abiola Biola,https://jiji.ng/ikoyi-obalende/cars/mercedes-benz-gl-class-gl-450-2013-black-hSJbxiKwOHVCTOQ81iyN3ua3.html,No faults,Mercedes-Benz,GL-Class,2013,Black,,GL 450,,,,,362           hp,,No,,,
New Lexus GX 460 2021 Gray,"₦ 87,000,000",,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/82563673_NjIwLTgyNy1lMTI5YmE4ZjZm.webp,https://pictures-nigeria.jijistatic.com/82563673_MTExLTE0OC1lMTI5YmE4ZjZm.webp | https://pictures-nigeria.jijistatic.com/82563674_MTExLTE0OC1jMGZiYjJiY2M4.webp | https://pictures-nigeria.jijistatic.com/82563676_MTExLTE0OC1mOGU0YTUwMWJi.webp | https://pictures-nigeria.jijistatic.com/82563677_MTExLTE0OC0xNGUzNDVmNGE4.webp | https://pictures-nigeria.jijistatic.com/82563681_MTExLTE0OC0xZTZmNzZmMWVh.webp,Automatic,,Petrol,Brand New,,Leadership Motors limited,https://jiji.ng/ajah/cars/new-lexus-gx-460-2021-gray-khaNXEmdoNj5d3uKRsAIOy3f.html,No faults,Lexus,GX,2021,Gray,No,460,SUV,All Wheel,4700           cc,8,296           hp,5,,,,
Toyota RAV4 Automatic 2002 Silver,"₦ 2,500,000,",₦ 2.03 M ~ 2.2 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117188271_NjIwLTgyNy1jNWRhN2U2OWNj.webp,https://pictures-nigeria.jijistatic.com/117188271_MTExLTE0OC1jNWRhN2U2OWNj.webp | https://pictures-nigeria.jijistatic.com/117188269_MTExLTgzLWU2MWU5ZmQ2Yjk.webp | https://pictures-nigeria.jijistatic.com/117188270_MTExLTgzLTI1NDc0MDdhZjk.webp | https://pictures-nigeria.jijistatic.com/117188274_MTExLTgzLTgwMTY3MTkwMmU.webp | https://pictures-nigeria.jijistatic.com/117188632_MTExLTE0OC1jZjgxM2U0N2Zi.webp,Automatic,,Petrol,Nigerian Used,,Alao Segun,https://jiji.ng/surulere/cars/toyota-rav4-automatic-2002-silver-3GsbPpsRlqUGuTdpZVps1MIs.html,No faults,Toyota,RAV4,2002,Silver,Yes,Automatic,SUV,All Wheel,,4,,5,,,,
Mercedes-Benz E350 2009 Black,"₦ 3,700,000,",,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/117162478_NjIwLTQ2NS04NzE4NGUxZjYz.webp,https://pictures-nigeria.jijistatic.com/117162478_MTExLTgzLTg3MTg0ZTFmNjM.webp | https://pictures-nigeria.jijistatic.com/117162480_MTExLTgzLWM0OGZhZDBjNTg.webp | https://pictures-nigeria.jijistatic.com/117163042_MTExLTgzLTkyMTVkODliNjQ.webp | https://pictures-nigeria.jijistatic.com/117162760_MTExLTgzLWQ0NDg0YjNlOTE.webp | https://pictures-nigeria.jijistatic.com/117162741_MTExLTI2Ni1hYzViNzczNTIz.webp,CVT,,,Nigerian Used,,Jexically autos,https://jiji.ng/lagos-abule-egba/cars/mercedes-benz-e350-2009-black-coblAwhokEzeQ47EAgMxQYUj.html,No faults,Mercedes-Benz,E350,2009,Black,Yes,,,,,,,,,,,
Toyota Venza LE AWD 2013 Brown,"₦ 5,900,000,",₦ 6.62 M ~ 7.14 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/112709923_NjIwLTQ2NS1kMThhMDAxM2My.webp,https://pictures-nigeria.jijistatic.com/112709923_MTExLTgzLWQxOGEwMDEzYzI.webp | https://pictures-nigeria.jijistatic.com/112709918_MTExLTgzLWQ0N2YxOWQ2NzI.webp | https://pictures-nigeria.jijistatic.com/112709916_MTExLTgzLWNjYTc2NjE1MWI.webp | https://pictures-nigeria.jijistatic.com/112709922_MTExLTgzLTQyM2VmY2IzM2U.webp | https://pictures-nigeria.jijistatic.com/112709915_MTExLTgzLWQ0YjZiNDE4Mjg.webp,Automatic,,Petrol,Nigerian Used,,Ehis Ehibor,https://jiji.ng/lekki/cars/toyota-venza-le-awd-2013-brown-zjZXOZ0NxpVMhWpcMrdpJQWI.html,"First owner, Original parts, Unpainted",Toyota,Venza,2013,Brown,Yes,LE AWD,Crossover,All Wheel,2700           cc,4,181           hp,5,Yes,,,
Lexus RX 350 2010 Silver,"₦ 7,950,000,",₦ 7.85 M ~ 8 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117236871_NjIwLTgyNy0xNGVkOWEyYzIx.webp,https://pictures-nigeria.jijistatic.com/117236871_MTExLTE0OC0xNGVkOWEyYzIx.webp | https://pictures-nigeria.jijistatic.com/117236872_MTExLTE0OC03YTkyZmEwYzkx.webp | https://pictures-nigeria.jijistatic.com/117236878_MTExLTE0OC1lYmI3OWQ1NmRm.webp | https://pictures-nigeria.jijistatic.com/117236875_MTExLTE0OC0xZjJjYmIyMThh.webp | https://pictures-nigeria.jijistatic.com/117236885_MTExLTE0OC1mZGU2NmUzZjg2.webp,Automatic,84945 km,Petrol,Nigerian Used,,Roadlink Autos NG,https://jiji.ng/ikeja/cars/lexus-rx-350-2010-silver-bshxxwzRxYlsg81kzSrLniEN.html,"First owner, First registration, No faults",Lexus,RX,2010,Silver,Yes,350,SUV,,3500           cc,6,279           hp,5,,,,
Lexus RX 350 2018 Gold,"₦ 27,000,000",₦ 25.4 M ~ 26.9 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/112534816_NjIwLTQ2NS00MGUwZTIxM2Iw.webp,https://pictures-nigeria.jijistatic.com/112534816_MTExLTgzLTQwZTBlMjEzYjA.webp | https://pictures-nigeria.jijistatic.com/112534812_MTExLTgzLWJkNDA5NDQwZjE.webp | https://pictures-nigeria.jijistatic.com/112534818_MTExLTgzLWUyNGM2ZTQxMjE.webp | https://pictures-nigeria.jijistatic.com/112534813_MTExLTgzLWRmMDIwMjY3YjM.webp | https://pictures-nigeria.jijistatic.com/112534814_MTExLTgzLTQ2YjE0ZWYzOTE.webp,Automatic,,,Foreign Used,,ND MOTORS &,https://jiji.ng/amuwo-odofin/cars/lexus-rx-350-2018-gold-xqPtJXaCsVeAY9cOV5H5GYQh.html,No faults,Lexus,RX 350,2018,Gold,No,,,,,,,,,,,
Lexus ES 350 2008 Gray,"₦ 4,200,000,",₦ 3.9 M ~ 4.2 M,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/117352518_NjIwLTQ2NS1kZWEwOGVkYWE3.webp,https://pictures-nigeria.jijistatic.com/117352518_MTExLTgzLWRlYTA4ZWRhYTc.webp | https://pictures-nigeria.jijistatic.com/117352516_MTExLTE0OC0xM2E4ODFmMGY2.webp | https://pictures-nigeria.jijistatic.com/117352517_MTExLTE0OC1kZjQyZTg3NTU2.webp | https://pictures-nigeria.jijistatic.com/117352521_MTExLTE0OC05OWY5ZjQ2OGFh.webp | https://pictures-nigeria.jijistatic.com/117352520_MTExLTgzLWI0OTA4YzdjMjI.webp,Automatic,,Petrol,Nigerian Used,,OMO-OLA AUTOS,https://jiji.ng/akure-south/cars/lexus-es-350-2008-gray-aPU9Gq5fc8P1K0ymaSFZZMU7.html,No faults,Lexus,ES,2008,Gray,Yes,350,Sedan,Front,,6,,5,Yes,,,
Lexus GX 460 Luxury 2014 Black,"₦ 16,500,000",₦ 19.4 M ~ 21.65 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117216154_NjIwLTczMS1hMDNiZjUwYzE1.webp,https://pictures-nigeria.jijistatic.com/117216154_MTExLTEzMS1hMDNiZjUwYzE1.webp | https://pictures-nigeria.jijistatic.com/117216246_MTExLTEyMS1jYmFkZjVjZjk5.webp | https://pictures-nigeria.jijistatic.com/117216245_MTExLTEyMy00NTUyOTEwYTYw.webp | https://pictures-nigeria.jijistatic.com/117216269_MTExLTEzMS04NzlmOTJiMmFi.webp | https://pictures-nigeria.jijistatic.com/117216268_MTExLTEzMC00YjBlMTkyMmQ0.webp,Automatic,,Petrol,Nigerian Used,,CHEVIX AUTOS,https://jiji.ng/lekki/cars/lexus-gx-460-luxury-2014-black-rvGVGweJOjHd2MDsOxiNJCFc.html,"No faults, Original parts, Unpainted",Lexus,GX,2014,Black,Yes,460 Luxury,SUV,4x4,4600           cc,8,301           hp,7,,,,
Acura MDX 2008 Gray,"₦ 5,800,000",₦ 4.85 M ~ 5.2 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/113894892_NjIwLTQ2NS1lNmFiNDhlYTY0.webp,https://pictures-nigeria.jijistatic.com/113894892_MTExLTgzLWU2YWI0OGVhNjQ.webp | https://pictures-nigeria.jijistatic.com/113894946_MTExLTgzLWMxZWMxNTc1OWY.webp | https://pictures-nigeria.jijistatic.com/113894964_MTExLTgzLWEyNDE3YmNjYWE.webp | https://pictures-nigeria.jijistatic.com/113894995_MTExLTgzLTBmMzMwMzBlMDI.webp | https://pictures-nigeria.jijistatic.com/113894991_MTExLTgzLTc1MTc0MmJhNTY.webp,Automatic,87520 km,Petrol,Foreign Used,,Oluwaseun Adelowo,https://jiji.ng/lagos-abule-egba/cars/acura-mdx-2008-gray-kncfzMJueXHhTcbSZaiz1DQN.html,No faults,Acura,MDX,2008,Gray,No,Sport 4dr AWD (3.7L 6cyl 5A),SUV,All Wheel,3700           cc,6,300           hp,7,,,,
