Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Toyota Sienna 2009 Gray,"₦ 5,100,000,",₦ 5.1 M ~ 5.62 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/116531092_NjIwLTQ2NS0yYTVhNGJjZWIw.webp,https://pictures-nigeria.jijistatic.com/116531092_MTExLTgzLTJhNWE0YmNlYjA.webp | https://pictures-nigeria.jijistatic.com/116531103_MTExLTgzLWJkYmZjNDhhODg.webp | https://pictures-nigeria.jijistatic.com/116531104_MTExLTgzLThkYjMxYzY4MDg.webp | https://pictures-nigeria.jijistatic.com/116531106_MTExLTgzLTgwY2VjMDUxMTY.webp | https://pictures-nigeria.jijistatic.com/116531105_MTExLTgzLTI1MDIxZmVkMTI.webp,Automatic,,,Foreign Used,,Akintola Olumide timothy,https://jiji.ng/osogbo/cars/toyota-sienna-2009-gray-rw69ELoGdik4DAdck85NKKBB.html,No faults,Toyota,Sienna,2009,,,,,,,Gray,,No,No,,,
Nissan Micra 1999 Silver,"₦ 1,650,000",,"Lagos, Ojo",https://pictures-nigeria.jijistatic.com/93445941_NjIwLTQ2NS1jZmY0NzZiODA2.webp,https://pictures-nigeria.jijistatic.com/93445941_MTExLTgzLWNmZjQ3NmI4MDY.webp | https://pictures-nigeria.jijistatic.com/93445903_MTExLTgzLWUxYTZlOTU0YTM.webp | https://pictures-nigeria.jijistatic.com/93445904_MTExLTE0OC1mOTJkNjkxMjIy.webp | https://pictures-nigeria.jijistatic.com/93445906_MTExLTgzLWYwMTJhNDA3MTg.webp | https://pictures-nigeria.jijistatic.com/93445945_MTExLTgzLTViNDAxMDQ1NDc.webp,Manual,,,Foreign Used,,Ajiboro Remi Emeka,https://jiji.ng/ojo/cars/nissan-micra-1999-silver-czzIZwutH5lOpK0ztC5VLrJY.html,No faults,Nissan,Micra,1999,,,,,,,Silver,,No,,,,
Toyota Camry 2.3 Hybrid 2007 Red,"₦ 4,200,000,",₦ 4.35 M ~ 4.6 M,"Anambra, Awka",https://pictures-nigeria.jijistatic.com/117349158_NjIwLTQ2NS1mMGU0NWI5MjE2.webp,https://pictures-nigeria.jijistatic.com/117349158_MTExLTgzLWYwZTQ1YjkyMTY.webp | https://pictures-nigeria.jijistatic.com/117349157_MTExLTgzLTg5ZTViZTEzZWM.webp | https://pictures-nigeria.jijistatic.com/117349160_MTExLTgzLTBiZTQ3ZDc5MTc.webp | https://pictures-nigeria.jijistatic.com/117349161_MTExLTgzLTI0MzI1NWZlMTI.webp | https://pictures-nigeria.jijistatic.com/117349163_MTExLTgzLWJmMjlmYzIyNGM.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | Airbags | Alloy Wheels | AM/FM Radio | CD Player | Cup Holders | Electric Mirrors | Electric Windows | Leather Seats,Ezeonu Cyril,https://jiji.ng/awka-south/cars/toyota-camry-2-3-hybrid-2007-red-44GLFgeGNGUQ8jTzEjnojfP0.html,First registration,Toyota,Camry,2007,2.3 Hybrid,Sedan,Front,,,158           hp,Red,5,Yes,,,,
Lexus GX 470 Sport Utility 2006 Black,"₦ 7,000,000,",₦ 7.65 M ~ 8.04 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/115176275_NjIwLTQ2NS01NTlhMjFmMTNi.webp,https://pictures-nigeria.jijistatic.com/115176275_MTExLTgzLTU1OWEyMWYxM2I.webp | https://pictures-nigeria.jijistatic.com/115176278_MTExLTgzLTIyNzg3NGUxN2Y.webp | https://pictures-nigeria.jijistatic.com/115176279_MTExLTgzLTg3OTU4ZjkyYTA.webp | https://pictures-nigeria.jijistatic.com/115176283_MTExLTgzLWJkMzNmZWNhZmE.webp | https://pictures-nigeria.jijistatic.com/115176288_MTExLTgzLWJhNDQ5YjA2NTE.webp,Automatic,,Petrol,Foreign Used,,JORON AUTOS,https://jiji.ng/central-business-district/cars/lexus-gx-470-sport-utility-2006-black-uDnSUACiti1BA2rRt0TQARC4.html,No faults,Lexus,GX,2006,470 Sport Utility,SUV,All Wheel,4700           cc,8,267           hp,Black,7,No,,,,
Toyota 4-Runner 2017 Blue,"₦ 24,500,000",₦ 18.6 M ~ 22.65 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/102637265_NjIwLTQ2NS1kOTc5NTYyZGYx.webp,https://pictures-nigeria.jijistatic.com/102637265_MTExLTgzLWQ5Nzk1NjJkZjE.webp | https://pictures-nigeria.jijistatic.com/102637247_MTExLTgzLWE2NmQ4NDlmMDA.webp | https://pictures-nigeria.jijistatic.com/102637250_MTExLTgzLTZmMDg4NGIyYjM.webp | https://pictures-nigeria.jijistatic.com/102637267_MTExLTgzLTExMDk1YTVhMjI.webp | https://pictures-nigeria.jijistatic.com/102637257_MTExLTgzLWNkOTdhYjk1MGY.webp,Automatic,58823 km,Petrol,Foreign Used,,Lateef Olatunde,https://jiji.ng/ikoyi-obalende/cars/toyota-4-runner-2017-blue-wpEEsF7Hm1pXtz3fJRnNaNta.html,No faults,Toyota,4-Runner,2017,SR5 4dr 4x4 (4.0L 6cyl 5A),SUV,All Wheel,4000           cc,6,270           hp,Blue,5,No,,,,
Toyota Venza 2011 Black,"₦ 5,450,000",₦ 6.2 M ~ 6.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/112487743_NjIwLTQ2NS0xZmEwM2VhNzRj.webp,https://pictures-nigeria.jijistatic.com/112487743_MTExLTgzLTFmYTAzZWE3NGM.webp | https://pictures-nigeria.jijistatic.com/112487744_MTExLTgzLTc2YWEwMmY0OTM.webp | https://pictures-nigeria.jijistatic.com/112487749_MTExLTgzLTA1ZTEwMWY4Yzk.webp | https://pictures-nigeria.jijistatic.com/112487762_MTExLTgzLTc1NjU0YTAxMzE.webp | https://pictures-nigeria.jijistatic.com/112487750_MTExLTgzLTlkMTRjYjBkMGY.webp,Automatic,,,Nigerian Used,,Paschal,https://jiji.ng/apapa/cars/toyota-venza-2011-black-maXKWc860HcIHVsTT3zCKRZp.html,No faults,Toyota,Venza,2011,,,,,,,Black,,Yes,,,,
Toyota Sienna XLE 2005 Blue,"₦ 5,500,000",₦ 4.88 M ~ 5.08 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117324300_NjIwLTc0NS0xOWZjMjIzM2Nh.webp,https://pictures-nigeria.jijistatic.com/117324300_MTExLTEzMy0xOWZjMjIzM2Nh.webp | https://pictures-nigeria.jijistatic.com/117346353_MTExLTEyMC03ZTUwZDNhZDNk.webp | https://pictures-nigeria.jijistatic.com/117346350_MTExLTEzNy0yODVjZGViNWNi.webp | https://pictures-nigeria.jijistatic.com/117346354_MTExLTE0NS04OWIzM2ZiZmEy.webp | https://pictures-nigeria.jijistatic.com/117346352_MTExLTE0MS1hMDIzMWRmMjY4.webp,Automatic,,Petrol,Foreign Used,Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio | Traction Control | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes,Magnificent Motors NG,https://jiji.ng/surulere/cars/toyota-sienna-xle-2005-blue-dN4tjT29vv13Mlq2FZjYCXQ2.html,"No faults, Original parts",Toyota,Sienna,2005,XLE,Minivan,Front Wheel,3300           cc,6,233           hp,Blue,7,No,No,,,
Pontiac Vibe Automatic 2003 Red,"₦ 2,400,000",₦ 2.12 M ~ 2.2 M,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/117332461_NjIwLTMxMC1kNWFkMWMzMzAz.webp,https://pictures-nigeria.jijistatic.com/117332461_MTExLTU2LWQ1YWQxYzMzMDM.webp | https://pictures-nigeria.jijistatic.com/117332477_MTExLTU2LWQwMzI5OTUxOWQ.webp | https://pictures-nigeria.jijistatic.com/117332466_MTExLTU2LTNkZWMyZjY3YmQ.webp | https://pictures-nigeria.jijistatic.com/117332462_MTExLTU2LTY0OWQ1YTMyNjM.webp | https://pictures-nigeria.jijistatic.com/117332464_MTExLTU2LTM4ZjVlOTA5YmU.webp,Automatic,,Petrol,Nigerian Used,Android Auto | Electric Windows | CarPlay | Bullbar | Cup Holders | Front Fog Lamps | Air Conditioning | CD Player | AM/FM Radio | LED Headlights | Traction Control | Airbags | Alloy Wheels | Anti-Lock Brakes | Armrests | Cruise Control,GanDan Online Auto Shop,https://jiji.ng/kaduna-north/cars/pontiac-vibe-automatic-2003-red-2I881TnoVChwZW1Hlimqj5mx.html,"First owner, First registration, No faults",Pontiac,Vibe,2003,Automatic,Hatchback,All Wheel,1800           cc,4,125           hp,Red,5,Yes,,,,
Lexus ES 350 FWD 2013 Silver,"₦ 11,800,000,",₦ 11 M ~ 12 M,"Enugu, Enugu / Enugu State",https://pictures-nigeria.jijistatic.com/112487150_NjIwLTExMDMtM2E0MDYzOWRhMQ.webp,https://pictures-nigeria.jijistatic.com/112487150_MTExLTE5OC0zYTQwNjM5ZGEx.webp | https://pictures-nigeria.jijistatic.com/112487159_MTExLTE5OC05NGU0MGE2ZGJm.webp | https://pictures-nigeria.jijistatic.com/112487168_MTExLTE5OC01OGEwNjNhMTk1.webp | https://pictures-nigeria.jijistatic.com/112487190_MTExLTE5OC1mYTQ4MzU4ZDI0.webp | https://pictures-nigeria.jijistatic.com/112487195_MTExLTE5OC1iZGQ3ZTY3ZWY5.webp,Automatic,,Petrol,Foreign Used,,The Monolith Cars,https://jiji.ng/enugu-north/cars/lexus-es-350-fwd-2013-silver-fTov64WBaMmOy3aZMP6a791l.html,No faults,Lexus,ES,2013,350 FWD,Sedan,Front Wheel,3500           cc,6,268           hp,Silver,5,,,,,
Lexus ES 2012 Red,"₦ 8,300,000,",₦ 7.3 M ~ 7.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/116823084_NjIwLTQ2NS1mMGNmNjdhYzQ0.webp,https://pictures-nigeria.jijistatic.com/116823084_MTExLTgzLWYwY2Y2N2FjNDQ.webp | https://pictures-nigeria.jijistatic.com/116823085_MTExLTgzLWMxMTIwOTljYWM.webp | https://pictures-nigeria.jijistatic.com/116823086_MTExLTgzLWU5MWZkZWI2OGE.webp | https://pictures-nigeria.jijistatic.com/116823081_MTExLTgzLTQ5MjU4MDM1MDQ.webp | https://pictures-nigeria.jijistatic.com/116823088_MTExLTgzLTNjM2I2NTg4MmY.webp,Automatic,,,Foreign Used,Leather Seats | Sunroof | Cup Holders | Armrests | Android Auto | Airbags | Air Conditioning,Holla Autos,https://jiji.ng/isolo/cars/lexus-es-2012-red-3Y70Mm55NrTgKa60lqsXtaOj.html,No faults,Lexus,ES,2012,,,,,,,Red,,No,,,,
Toyota Hilux 2007 White,"₦ 9,500,000",,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/82498368_NjIwLTQ2NS1lMjNmN2FmMGY2.webp,https://pictures-nigeria.jijistatic.com/82498368_MTExLTgzLWUyM2Y3YWYwZjY.webp | https://pictures-nigeria.jijistatic.com/82498352_MTExLTgzLWQ0YWViODg0YjQ.webp | https://pictures-nigeria.jijistatic.com/82498360_MTExLTYyLTc4MDEzY2VmN2M.webp | https://pictures-nigeria.jijistatic.com/82498351_MTExLTgzLTI4MjgyNzQ2NmI.webp | https://pictures-nigeria.jijistatic.com/82498367_MTExLTYyLTUxOTcyMDViMWQ.webp,Automatic,50000 km,Petrol,Foreign Used,,Chibecan Global,https://jiji.ng/apapa/cars/toyota-hilux-2007-white-4URRIFW8mUhzVlUEMp4Ezzko.html,No faults,Toyota,Hilux,2007,4.0 V6 Double Cab 4x4 Raider,Pickup,All Wheel,4000           cc,6,238           hp,White,4,,,,,
Toyota Camry 2012 White,"₦ 4,200,000,",₦ 4.75 M ~ 5 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/117366454_NjIwLTQ5Ni1hN2MxYmViMWJh.webp,https://pictures-nigeria.jijistatic.com/117366454_MTExLTg5LWE3YzFiZWIxYmE.webp | https://pictures-nigeria.jijistatic.com/117366467_MTExLTg5LTQ1NWM3NjAwOWY.webp | https://pictures-nigeria.jijistatic.com/117366535_MTExLTg5LTllZDU3NDA5OGI.webp | https://pictures-nigeria.jijistatic.com/117366620_MTExLTExMS1hOWMwYTg4ODlk.webp | https://pictures-nigeria.jijistatic.com/117366627_MTExLTg5LWJkM2M2Y2FlMzE.webp,Automatic,102442 km,Petrol,Nigerian Used,,Sulaiman Sunkanmi,https://jiji.ng/alimosho/cars/toyota-camry-2012-white-wYN2FRasd1M1n15s0ZR9UnWS.html,"First owner, First registration, Original parts",Toyota,Camry,2012,L 4dr Sedan (2.5L 4cyl 6A),Sedan,Front,2500           cc,4,178           hp,White,5,Yes,,,,
Lexus RX 350 FWD 2015 Gray,"₦ 13,850,000",₦ 14.67 M ~ 15.13 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116442609_NjIwLTQ2NC05YTFmNWQ3NDY4.webp,https://pictures-nigeria.jijistatic.com/116442609_MTExLTgzLTlhMWY1ZDc0Njg.webp | https://pictures-nigeria.jijistatic.com/116442603_MTExLTgzLWVlMThlYTMyY2M.webp | https://pictures-nigeria.jijistatic.com/116442626_MTExLTgzLWZlZDI4MzExNTA.webp | https://pictures-nigeria.jijistatic.com/116442625_MTExLTgzLTI2MDA1MGFiZTY.webp | https://pictures-nigeria.jijistatic.com/116442636_MTExLTE0OC0wODI1YjE1MjVj.webp,Automatic,56000 km,Petrol,Foreign Used,,Kehinde Kelvin,https://jiji.ng/ojodu/cars/lexus-rx-350-fwd-2015-gray-fkb7xDXMEQ27lHVdbCWyapEg.html,Unpainted,Lexus,RX,2015,350 FWD,SUV,Front Wheel,3500           cc,6,270           hp,Gray,5,No,,,,
Mercedes-Benz E350 2016 Black,"₦ 13,000,000",₦ 15.15 M ~ 15.71 M,"Lagos, Ojo",https://pictures-nigeria.jijistatic.com/115631818_NjIwLTQ2NS0xNzg1YmI1NTky.webp,https://pictures-nigeria.jijistatic.com/115631818_MTExLTgzLTE3ODViYjU1OTI.webp | https://pictures-nigeria.jijistatic.com/115637328_MTExLTgzLTdjMzExY2E1NGM.webp | https://pictures-nigeria.jijistatic.com/115637330_MTExLTgzLWI4ZDY2YzY4YTc.webp | https://pictures-nigeria.jijistatic.com/115631812_MTExLTgzLTkzZWVkMDZlNjI.webp | https://pictures-nigeria.jijistatic.com/115637333_MTExLTE0OC1jNTlhMjYzNGVi.webp,Automatic,88000 km,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Android Auto | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | Leather Seats | LED Headlights | Parking Assist | Parking Sensors | Roof Rack,FIDNONS NIG LTD,https://jiji.ng/ojo/cars/mercedes-benz-e350-2016-black-iVwXb87MCuiOV1zSjxoGktIM.html,No faults,Mercedes-Benz,E350,2016,Base 4Matic Sedan AWD (3.5L 6cyl 7A),Sedan,All Wheel,3500           cc,6,302           hp,Black,5,No,No,,,
Mercedes-Benz 190 1996 Gray,"₦ 700,000",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117338014_NjIwLTQ2NS05M2RmN2Q0ZWRh.webp,https://pictures-nigeria.jijistatic.com/117338014_MTExLTgzLTkzZGY3ZDRlZGE.webp | https://pictures-nigeria.jijistatic.com/117338009_MTExLTgzLWJkMDZjMmU2YzM.webp | https://pictures-nigeria.jijistatic.com/117338007_MTExLTgzLTRlYWEwNGU0ODY.webp | https://pictures-nigeria.jijistatic.com/117338008_MTExLTgzLWNmNzgxYzE4NzE.webp | https://pictures-nigeria.jijistatic.com/117338010_MTExLTE0OC1kMjIyM2Q3YmI2.webp,Automatic,114388 km,,Nigerian Used,,Chigo Mat,https://jiji.ng/port-harcourt/cars/mercedes-benz-190-1996-gray-bceE74ZIIPogd4UjPeObEAR5.html,"No faults, First registration, First owner",Mercedes-Benz,190,1996,,,,,,,Gray,,Yes,Yes,,,
Lexus RX 350 FWD 2012 Black,"₦ 11,000,000",₦ 11.71 M ~ 12 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/112544713_NjIwLTQ2NS1mYWNlNjgwNDlm.webp,https://pictures-nigeria.jijistatic.com/112544713_MTExLTgzLWZhY2U2ODA0OWY.webp | https://pictures-nigeria.jijistatic.com/112544715_MTExLTgzLTcwMTExZmYzZTk.webp | https://pictures-nigeria.jijistatic.com/112546342_MTExLTE0OC00YTM4OGJkYjkw.webp | https://pictures-nigeria.jijistatic.com/112546343_MTExLTE0OC01MTY3OWZmYjdk.webp | https://pictures-nigeria.jijistatic.com/112546344_MTExLTE0OC1hN2U2MzRkMDY4.webp,Automatic,,Petrol,Foreign Used,,CFA MOTORS,https://jiji.ng/amuwo-odofin/cars/lexus-rx-350-fwd-2012-black-iq4fJ9p4qfyIOI7cut1U4ELe.html,No faults,Lexus,RX,2012,350 FWD,SUV,Front Wheel,3500           cc,6,,Black,5,No,,,,
Mercedes-Benz GLE-Class 2017 White,"₦ 36,000,000,",₦ 25.92 M ~ 28.5 M,"Abuja, Central Business District",https://pictures-nigeria.jijistatic.com/113069192_NjIwLTQ2NS03MjZiNjVlNDg5.webp,https://pictures-nigeria.jijistatic.com/113069192_MTExLTgzLTcyNmI2NWU0ODk.webp | https://pictures-nigeria.jijistatic.com/113069191_MTExLTgzLTNjMmMzOTNiNTY.webp | https://pictures-nigeria.jijistatic.com/113069193_MTExLTgzLWZiMzI5ZjZjNWU.webp | https://pictures-nigeria.jijistatic.com/113069194_MTExLTgzLTA3NTViZTE2YWE.webp | https://pictures-nigeria.jijistatic.com/113069195_MTExLTgzLWNkZWRmZTNkNDc.webp,Automatic,64121 km,,Foreign Used,Airbags | Parking Sensors | CarPlay | Air Conditioning | Leather Seats | Spotlight | Blind Spot Monitor | CD Player | Electric Windows | AM/FM Radio | Electric Mirrors | Traction Control | Alloy Wheels | Xenon Lights | Armrests | Cup Holders | Roof Rack | Sidesteps | Front Fog Lamps,Abdullahi Ishiaka,https://jiji.ng/central-business-district/cars/mercedes-benz-gle-class-2017-white-qg6lHGoxlUP6N2Be1sQUGlAr.html,No faults,Mercedes-Benz,GLE-Class,2017,,,,,,,White,,No,No,4JGDA6EB1HA******,,
Lexus IS 2006 Silver,"₦ 5,500,000",₦ 4.7 M ~ 4.95 M,"Abuja, Gudu",https://pictures-nigeria.jijistatic.com/110264626_NjIwLTQ2NS0xOWY0NGJhNTg4.webp,https://pictures-nigeria.jijistatic.com/110264626_MTExLTgzLTE5ZjQ0YmE1ODg.webp | https://pictures-nigeria.jijistatic.com/110264612_MTExLTgzLWRkOGMyZDNmZGY.webp | https://pictures-nigeria.jijistatic.com/110264613_MTExLTgzLTExZDgwNmJjYzc.webp | https://pictures-nigeria.jijistatic.com/110264614_MTExLTgzLTg1NGExZmZlMTU.webp | https://pictures-nigeria.jijistatic.com/110264617_MTExLTgzLWU1YzZjYTI1OTE.webp,Automatic,123588 km,,Foreign Used,,H.A.A.AUTOS,https://jiji.ng/gudu/cars/lexus-is-2006-silver-3nY5JRA4oZCNw2OrXbcOAe1D.html,No faults,Lexus,IS,2006,,,,,,,Silver,,No,Yes,,,
Toyota Venza LE AWD 2013 White,"₦ 14,000,000,",₦ 10.5 M ~ 10.96 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/116603201_NjIwLTgyNy1mZGVhYTQ5MDlk.webp,https://pictures-nigeria.jijistatic.com/116603201_MTExLTE0OC1mZGVhYTQ5MDlk.webp | https://pictures-nigeria.jijistatic.com/116603196_MTExLTE0OC0yNTJiZDA4NmJm.webp | https://pictures-nigeria.jijistatic.com/116603197_MTExLTE0OC1iYmMyNjZiNjQ2.webp | https://pictures-nigeria.jijistatic.com/116603199_MTExLTgzLWU3ODFiNWYwOTk.webp | https://pictures-nigeria.jijistatic.com/116603200_MTExLTE0OC0xYzk0MmM2Njcw.webp,Automatic,,Petrol,Foreign Used,Blind Spot Monitor | Sunroof | Cup Holders | Air Conditioning | Airbags | Android Auto | Electric Mirrors | Roof Rack | Alloy Wheels | CD Player | Cruise Control | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes | Front Fog Lamps,JOST ENTERPRISE,https://jiji.ng/port-harcourt/cars/toyota-venza-le-awd-2013-white-9YGed4dju59xqANOUQoRWpqP.html,"No faults, Original parts",Toyota,Venza,2013,LE AWD,Crossover,All Wheel,2700           cc,4,181           hp,White,5,No,,,,
Toyota Land Cruiser 5.7 V8 VX-S 2008 Black,"₦ 8,500,000",,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/109771878_NjIwLTEzNDItNWFiMTM0MTg1Zg.webp,https://pictures-nigeria.jijistatic.com/109771878_MTExLTI0MC01YWIxMzQxODVm.webp | https://pictures-nigeria.jijistatic.com/109771872_MTExLTUxLTA3ZTVjMGFmMTM.webp | https://pictures-nigeria.jijistatic.com/109776056_MTExLTUxLTVjMjRjZWZlZTk.webp | https://pictures-nigeria.jijistatic.com/109771875_MTExLTI0MC1iOGQ0OWVmNDgy.webp | https://pictures-nigeria.jijistatic.com/109771873_MTExLTI0MC0yMDM4N2FkOTMx.webp,Automatic,,Petrol,Nigerian Used,,Emeke Motor,https://jiji.ng/isolo/cars/toyota-land-cruiser-5-7-v8-vx-s-2008-black-b6k4iuXlV9XEVxZRiX8Lfrr3.html,No faults,Toyota,Land Cruiser,2008,5.7 V8 VX-S,SUV,All Wheel,5700           cc,8,381           hp,Black,8,Yes,,,,
Mercedes-Benz E350 2008 Gray,"₦ 4,399,000",₦ 4.9 M ~ 5.5 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/111600535_NjIwLTgyNy1mODlmMjRhNjI0.webp,https://pictures-nigeria.jijistatic.com/111600535_MTExLTE0OC1mODlmMjRhNjI0.webp | https://pictures-nigeria.jijistatic.com/111600539_MTExLTE0OC00ZGU2NWNkMDE0.webp | https://pictures-nigeria.jijistatic.com/111600540_MTExLTE0OC0zY2QwZjQ0ZDkx.webp | https://pictures-nigeria.jijistatic.com/111600546_MTExLTE0OC04ZTkyY2ZjMDgy.webp | https://pictures-nigeria.jijistatic.com/111600541_MTExLTE0OC01ZGQyZTNjY2Rh.webp,Automatic,,Petrol,Foreign Used,,Echex Motors,https://jiji.ng/isolo/cars/mercedes-benz-e350-2008-gray-kNzCF9d4TOZjngAyxT5LMN2u.html,No faults,Mercedes-Benz,E350,2008,Base 4Matic Sedan AWD (3.5L 6cyl 5A),Sedan,All Wheel,3500           cc,6,268           hp,Gray,5,No,No,,,
Toyota Highlander 2015 Black,"₦ 18,500,000",₦ 16.5 M ~ 17.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/81984129_NjIwLTQ2NS00MGQzNjJiNTg2.webp,https://pictures-nigeria.jijistatic.com/81984129_MTExLTgzLTQwZDM2MmI1ODY.webp | https://pictures-nigeria.jijistatic.com/81984123_MTExLTgzLTAyOGFiN2VmZjE.webp | https://pictures-nigeria.jijistatic.com/81984126_MTExLTgzLTJhY2U1N2YxYjc.webp | https://pictures-nigeria.jijistatic.com/81984127_MTExLTgzLTAyYmZkMDIzODU.webp | https://pictures-nigeria.jijistatic.com/81984128_MTExLTgzLWZlMzZiN2E0OWQ.webp,Automatic,13569 km,Petrol,Foreign Used,,Debby&#39;S Autos,https://jiji.ng/apapa/cars/toyota-highlander-2015-black-p9beWU4nhf6nasnFmdj2BDBn.html,"Original parts, Unpainted, No faults",Toyota,Highlander,2015,Limited Platinum 4dr SUV (3.5L 6cyl 6A),SUV,Front Wheel,3500           cc,6,270           hp,Black,7,No,,,,
Ford F-150 SuperCrew 2008 Blue,"₦ 6,500,000",₦ 5.64 M ~ 6.5 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/114874664_NjIwLTQ2NS01MTgzMjM5MDBl.webp,https://pictures-nigeria.jijistatic.com/114874664_MTExLTgzLTUxODMyMzkwMGU.webp | https://pictures-nigeria.jijistatic.com/114874611_MTExLTgzLTc1NjJlYjNlYjE.webp | https://pictures-nigeria.jijistatic.com/114874612_MTExLTgzLWRmZTBmZjVjNDM.webp | https://pictures-nigeria.jijistatic.com/112813308_MTExLTgzLTQzNDRhY2YzNWQ.webp | https://pictures-nigeria.jijistatic.com/112813311_MTExLTgzLWQ4OWI0MTUwOTM.webp,Automatic,100000 km,Petrol,Foreign Used,,Kelebs Global Motors,https://jiji.ng/kubwa/cars/ford-f-150-supercrew-2008-blue-cFMlWoPhbDENaKH7Lh2AGpCf.html,No faults,Ford,F-150,2008,SuperCrew,Pickup,Rear Wheel,5400           cc,8,304           hp,Blue,6,No,,,,
Toyota Corolla Sedan Automatic 2004 White,"₦ 2,500,000,",₦ 2.44 M ~ 2.5 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/117336534_NjIwLTExMDMtOGYzNmI0MzFjYQ.webp,https://pictures-nigeria.jijistatic.com/117336534_MTExLTE5OC04ZjM2YjQzMWNh.webp | https://pictures-nigeria.jijistatic.com/117336535_MTExLTE5OC1mNGEwNDExMWE5.webp | https://pictures-nigeria.jijistatic.com/117336536_MTExLTE5OC1kZTk4NzgxNjFm.webp | https://pictures-nigeria.jijistatic.com/117336537_MTExLTE5OC04MmM2ZTdlYTRj.webp | https://pictures-nigeria.jijistatic.com/117336538_MTExLTE5OC03ZWZlY2UxYTEy.webp,Automatic,150000 km,Petrol,Nigerian Used,CD Player | Air Conditioning | AM/FM Radio | Alloy Wheels,Odedele Emanuel,https://jiji.ng/osogbo/cars/toyota-corolla-sedan-automatic-2004-white-3nyoBdPNyF4stMehJkWGsXxL.html,Unpainted,Toyota,Corolla,2004,Sedan Automatic,Sedan,Front,,4,91           hp,White,5,Yes,,,,
Lexus GX 460 Luxury 2014 White,"₦ 26,500,000",₦ 25.99 M ~ 26.55 M,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/115900125_NjIwLTUxMy1kYjcwNzVjOWRi.webp,https://pictures-nigeria.jijistatic.com/115900125_MTExLTkyLWRiNzA3NWM5ZGI.webp | https://pictures-nigeria.jijistatic.com/115895599_MTExLTcyLWZlNTljNzdmYjQ.webp | https://pictures-nigeria.jijistatic.com/115899766_MTExLTkwLTU0OTdmMTllOTM.webp | https://pictures-nigeria.jijistatic.com/115899820_MTExLTcwLWM5MjgwMDM2ZTM.webp | https://pictures-nigeria.jijistatic.com/115900120_MTExLTcxLTcxOWViZjE1MDk.webp,Automatic,,Petrol,Foreign Used,,Daviv autos,https://jiji.ng/ikoyi-obalende/cars/lexus-gx-460-luxury-2014-white-wPyACPMQolbBzq247OeaPDy3.html,"No faults, Original parts, Unpainted",Lexus,GX,2014,460 Luxury,SUV,4x4,4600           cc,8,301           hp,White,7,,,,,
