Name,Price,Market price,Location,Thumbnail,Images,Gear,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,Mileage,VIN number
Mercedes-Benz CLA-Class 2015 Red,"₦ 7,700,000,",₦ 12.5 M ~ 13 M,"Anambra, Awka",https://pictures-nigeria.jijistatic.com/116732208_NjIwLTYyMC00YTk4MzllYTk5.webp,https://pictures-nigeria.jijistatic.com/116732208_MTExLTExMS00YTk4MzllYTk5.webp | https://pictures-nigeria.jijistatic.com/116732197_MTExLTExMS1jYjUxMWY2N2Y5.webp | https://pictures-nigeria.jijistatic.com/116732198_MTExLTExMS01ODBkYmQ5M2E0.webp | https://pictures-nigeria.jijistatic.com/116732203_MTExLTExMS1jZGNlMDBkMDY4.webp | https://pictures-nigeria.jijistatic.com/116732201_MTExLTExMS1kY2VlMDYxYjdj.webp,Automatic,,SMART JP AUTOS,https://jiji.ng/awka-south/cars/mercedes-benz-cla-class-2015-red-pCM6u1I92PdH2Ej0FnZ69N7w.html,No faults,Mercedes-Benz,CLA-Class,2015,CLA250 4MATIC 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),Sedan,All Wheel,2000           cc,4,208           hp,Red,,No,,,,
Pontiac Vibe Automatic 2003 Gray,"₦ 4,000,000",₦ 3.4 M ~ 3.5 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/113064396_NjIwLTgyNy03YjJjNjgwZmQ5.webp,https://pictures-nigeria.jijistatic.com/113064396_MTExLTE0OC03YjJjNjgwZmQ5.webp | https://pictures-nigeria.jijistatic.com/113064399_MTExLTE0OC05ZWEyNGVkNjc4.webp | https://pictures-nigeria.jijistatic.com/113064406_MTExLTE0OC02Yjk0NDQxMjhm.webp | https://pictures-nigeria.jijistatic.com/113064405_MTExLTE0OC01ZWY5M2JhNTY1.webp | https://pictures-nigeria.jijistatic.com/113064407_MTExLTE0OC02ZmI0NTg5Nzcz.webp,Automatic,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels,Azlat autos,https://jiji.ng/osogbo/cars/pontiac-vibe-automatic-2003-gray-waPV5UMCjn8uPr0rmq4vsEPT.html,No faults,Pontiac,Vibe,2003,Automatic,Hatchback,All Wheel,1800           cc,4,125           hp,Gray,5,No,,,,
Mercedes-Benz R-Class R 350 4MATIC AWD 2008 White,"₦ 5,000,000,",,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/116849720_NjIwLTgyNy1lZmVlOGMzNzA4.webp,https://pictures-nigeria.jijistatic.com/116849720_MTExLTE0OC1lZmVlOGMzNzA4.webp | https://pictures-nigeria.jijistatic.com/116849711_MTExLTE0OC0zZTFiMGNjMmEw.webp | https://pictures-nigeria.jijistatic.com/116849712_MTExLTgzLTIwMmMyNTMzOGM.webp | https://pictures-nigeria.jijistatic.com/116849713_MTExLTE0OC04NTQyNzFiZjM0.webp | https://pictures-nigeria.jijistatic.com/116849717_MTExLTE0OC0xZjE2YmE0NGVm.webp,Automatic,CD Player | Airbags | AM/FM Radio | Armrests | Cruise Control | CarPlay | Electric Windows | AM/FM Radio | Electric Mirrors | Roof Rack | Spotlight | Alloy Wheels | Blind Spot Monitor | Leather Seats | Air Conditioning | Air Conditioning | Anti-Lock Brakes | LED Headlights | Front Fog Lamps | Traction Control | Airbags | Parking Sensors | Sidesteps | Cup Holders | Sunroof | Parking Assist | CD Player | Alloy Wheels,ErnalPrime Autos Ltd,https://jiji.ng/alimosho/cars/mercedes-benz-r-class-r-350-4matic-awd-2008-white-fjZXh22y1Ud4qryBF20S9fBk.html,"Original parts, No faults, Unpainted",Mercedes-Benz,R-Class,2008,R 350 4MATIC AWD,Station Wagon,All Wheel,3500           cc,6,268           hp,White,5,No,Yes,,,
Toyota Tacoma 2000 Green,"₦ 5,500,000",,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117212253_NjIwLTgyNy05OWNjNGEzZDNm.webp,https://pictures-nigeria.jijistatic.com/117212253_MTExLTE0OC05OWNjNGEzZDNm.webp | https://pictures-nigeria.jijistatic.com/117212249_MTExLTE0OC00NWJlNzMyY2Vj.webp | https://pictures-nigeria.jijistatic.com/116995888_MTExLTE5Ny03ZmI1ZWRlNTgy.webp | https://pictures-nigeria.jijistatic.com/116995893_MTExLTIzMi1mYzEwOWE0ZGJk.webp | https://pictures-nigeria.jijistatic.com/117212246_MTExLTgzLTU2Yzg0NTc1OGU.webp,Automatic,Electric Windows | Front Fog Lamps | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Alloy Wheels | CD Player | AM/FM Radio | Armrests,Kambelleconcepts,https://jiji.ng/lekki/cars/toyota-tacoma-2000-green-awMVSD2euHeF0PsWezDCS1yK.html,No faults,Toyota,Tacoma,2000,PreRunner 4x2 Regular Cab 103.3 in. WB,Pickup,4x2,2700           cc,4,150           hp,Green,2 or 3,No,No,,,
Toyota Camry 2006 Gray,"₦ 3,950,000",₦ 3.65 M ~ 3.8 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/84330510_NjIwLTgyNy03N2U1MGMyOWMw.webp,https://pictures-nigeria.jijistatic.com/84330510_MTExLTE0OC03N2U1MGMyOWMw.webp | https://pictures-nigeria.jijistatic.com/84330444_MTExLTE0OC04ZTAwZTM2NzNl.webp | https://pictures-nigeria.jijistatic.com/84330445_MTExLTE0OC02MjdjMmEzMjlm.webp | https://pictures-nigeria.jijistatic.com/84330447_MTExLTE0OC02NTc0OWFiOTAw.webp | https://pictures-nigeria.jijistatic.com/84330507_MTExLTE0OC1hOGU1OGM3OTcy.webp,Automatic,,G.O Global NIG LTD,https://jiji.ng/port-harcourt/cars/toyota-camry-2006-gray-3RmTsAltULXXejZihNehYt14.html,"Unpainted, No faults, Original parts",Toyota,Camry,2006,SE V6 4dr Sedan (3.3L 6cyl 5A),Sedan,Front,3300           cc,6,210           hp,Gray,5,No,,,,
Mercedes-Benz GLK-Class 2010 Gray,"₦ 9,400,000,",₦ 8.8 M ~ 9.3 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116464656_NjIwLTgyNy0zOGQyMDMzZWFk.webp,https://pictures-nigeria.jijistatic.com/116464656_MTExLTE0OC0zOGQyMDMzZWFk.webp | https://pictures-nigeria.jijistatic.com/116464660_MTExLTgzLWRhYTA0ZmYxZTI.webp | https://pictures-nigeria.jijistatic.com/116464658_MTExLTgzLWQxYWI2YjNjZmI.webp | https://pictures-nigeria.jijistatic.com/116464661_MTExLTE0OC0wYjc5NjJkZGRk.webp | https://pictures-nigeria.jijistatic.com/116464662_MTExLTgzLTc4ZmFjNjY3YTc.webp,Automatic,,Kingsley Ukanacho,https://jiji.ng/ojodu/cars/mercedes-benz-glk-class-2010-gray-cYmm1pArxQFBCo7PcFgiPWvv.html,"No faults, Unpainted, Original parts",Mercedes-Benz,GLK-Class,2010,,,,,,,Gray,,No,,WDCGG8HB8AF******,,
BMW 328i 2011 Gray,"₦ 5,700,000",,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/112090196_NjIwLTQ2NS0xOWRmNTNlNjMz.webp,https://pictures-nigeria.jijistatic.com/112090196_MTExLTgzLTE5ZGY1M2U2MzM.webp | https://pictures-nigeria.jijistatic.com/112090202_MTExLTgzLWQ4ZWY5MWUzYmI.webp | https://pictures-nigeria.jijistatic.com/112090200_MTExLTgzLTZmZmU4NTI5NjE.webp | https://pictures-nigeria.jijistatic.com/112090172_MTExLTgzLWE3NzA3YmVlNjg.webp | https://pictures-nigeria.jijistatic.com/112090194_MTExLTgzLWM3MTc5ZjIwYjY.webp,Automatic,Electric Mirrors | Alloy Wheels | AM/FM Radio | Traction Control | Xenon Lights | Cup Holders | Air Conditioning | Armrests | Front Fog Lamps | Sunroof | CD Player | Airbags | Electric Windows | Leather Seats | Anti-Lock Brakes,Seun,https://jiji.ng/ajah/cars/bmw-328i-2011-gray-fzpojU7urkmB2NIItrAweVSq.html,No faults,BMW,328i,2011,,,,,,,Gray,,,,,,
Toyota RAV4 Limited 2008 Blue,"₦ 5,200,000",₦ 5.5 M ~ 5.67 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/101440274_NjIwLTQ2NS1jYjdjYWU0NjIz.webp,https://pictures-nigeria.jijistatic.com/101440274_MTExLTgzLWNiN2NhZTQ2MjM.webp | https://pictures-nigeria.jijistatic.com/101440273_MTExLTgzLWRmYTI3NWI2ZDY.webp | https://pictures-nigeria.jijistatic.com/101440250_MTExLTgzLTk4MTE3ZGE4ZWI.webp | https://pictures-nigeria.jijistatic.com/101440251_MTExLTgzLTRjOWVlOWJiM2E.webp | https://pictures-nigeria.jijistatic.com/101440248_MTExLTgzLWJhNGExOGZiZDc.webp,Automatic,,Opeyemi Odunayo,https://jiji.ng/lekki/cars/toyota-rav4-limited-2008-blue-p9J18RtZJFU34Z4JPJOODcFI.html,No faults,Toyota,RAV4,2008,Limited,SUV,All Wheel,2400           cc,4,,Blue,5,No,No,,,
Lexus RX 330 2005 Silver,"₦ 3,200,000",₦ 4.2 M ~ 4.5 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/117230499_NjIwLTgyNy04MGMxN2JhZDc1.webp,https://pictures-nigeria.jijistatic.com/117230499_MTExLTE0OC04MGMxN2JhZDc1.webp | https://pictures-nigeria.jijistatic.com/117230501_MTExLTE0OC1lYWY3NDdlMjE1.webp | https://pictures-nigeria.jijistatic.com/117230505_MTExLTE0OC03ZDM4YmFhNGVi.webp | https://pictures-nigeria.jijistatic.com/117230506_MTExLTE0OC1iMDY1OTIyMGRm.webp | https://pictures-nigeria.jijistatic.com/117230516_MTExLTE0OC02NDNlMzUyNjMx.webp,Automatic,,B. I. S. AUTOS,https://jiji.ng/ogba/cars/lexus-rx-330-2005-silver-gebr810QvP1zdNhCFAxID4fj.html,No faults,Lexus,RX,2005,330,SUV,Front Wheel,3300           cc,6,234           hp,Silver,5,Yes,Yes,,,
Toyota Venza 2013,"₦ 12,000,000",₦ 11 M ~ 12 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/117219058_NjIwLTgyNy00NjhkODY1NjI2.webp,https://pictures-nigeria.jijistatic.com/117219058_MTExLTE0OC00NjhkODY1NjI2.webp | https://pictures-nigeria.jijistatic.com/117219057_MTExLTE0OC05MjEzZmU5ZjE2.webp | https://pictures-nigeria.jijistatic.com/117219060_MTExLTE0OC1iOGY0NmJjYTQ1.webp | https://pictures-nigeria.jijistatic.com/117219062_MTExLTE0OC03ODcwNDVlMzkw.webp | https://pictures-nigeria.jijistatic.com/117219061_MTExLTE0OC1jYjRiNDA1MTAy.webp,Automatic,,Jamil,https://jiji.ng/kubwa/cars/toyota-venza-2013-8iKLopcagOgkmBO9PYMjilM3.html,No faults,Toyota,Venza,2013,,,,,,,Other,,No,,,,
Toyota Tacoma 2017 Red,"₦ 24,500,000",₦ 18.5 M ~ 19.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/115730654_NjIwLTYyMC02NWFiNWVjNGFj.webp,https://pictures-nigeria.jijistatic.com/115730654_MTExLTExMS02NWFiNWVjNGFj.webp | https://pictures-nigeria.jijistatic.com/115730655_MTExLTExMS1lODUxOWE5YzVj.webp | https://pictures-nigeria.jijistatic.com/115730658_MTExLTExMS0zZTI3NTQwYjk1.webp | https://pictures-nigeria.jijistatic.com/115730651_MTExLTExMS05ZmI4MTFlMzdk.webp | https://pictures-nigeria.jijistatic.com/115730652_MTExLTExMS0xNTk4ZjRhZGFh.webp,Automatic,,Power Cars NG Ltd,https://jiji.ng/amuwo-odofin/cars/toyota-tacoma-2017-red-rsYjFU91tRpcT6ZDKuoSQSzj.html,No faults,Toyota,Tacoma,2017,,,,,,,Red,,No,,,,
Ford F-150 2005 White,"₦ 4,500,000,",,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117136821_NjIwLTM0OS1lODVjYTc2MzE0.webp,https://pictures-nigeria.jijistatic.com/117136821_MTExLTYyLWU4NWNhNzYzMTQ.webp | https://pictures-nigeria.jijistatic.com/117136777_MTExLTYzLTJkMDc4ZDA4YWQ.webp | https://pictures-nigeria.jijistatic.com/117136792_MTExLTYyLTlkZjU1ZmMxYTE.webp | https://pictures-nigeria.jijistatic.com/117160545_MTExLTYyLWY5NDc2ZjA2NDk.webp | https://pictures-nigeria.jijistatic.com/117136784_MTExLTYyLWM4YTIwZDEzZTY.webp,Automatic,,Mr Jay Autos,https://jiji.ng/lekki/cars/ford-f-150-2005-white-ttsZ0q8rM2vNnQuRyAMIKEJv.html,"Original parts, No faults",Ford,F-150,2005,,,,,,,White,,Yes,,,,
Lexus GX 460 Luxury 2014 Black,"₦ 16,500,000",₦ 20.15 M ~ 21.85 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117216154_NjIwLTczMS1hMDNiZjUwYzE1.webp,https://pictures-nigeria.jijistatic.com/117216154_MTExLTEzMS1hMDNiZjUwYzE1.webp | https://pictures-nigeria.jijistatic.com/117216246_MTExLTEyMS1jYmFkZjVjZjk5.webp | https://pictures-nigeria.jijistatic.com/117216245_MTExLTEyMy00NTUyOTEwYTYw.webp | https://pictures-nigeria.jijistatic.com/117216269_MTExLTEzMS04NzlmOTJiMmFi.webp | https://pictures-nigeria.jijistatic.com/117216268_MTExLTEzMC00YjBlMTkyMmQ0.webp,Automatic,,CHEVIX AUTOS,https://jiji.ng/lekki/cars/lexus-gx-460-luxury-2014-black-rvGVGweJOjHd2MDsOxiNJCFc.html,"No faults, Original parts, Unpainted",Lexus,GX,2014,460 Luxury,SUV,4x4,4600           cc,8,301           hp,Black,7,Yes,,,,
Mercedes-Benz C300 2015 White,"₦ 11,000,000,",₦ 9.95 M ~ 11.23 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117195676_NjIwLTQ2NC00ZmYyZWI2NDli.webp,https://pictures-nigeria.jijistatic.com/117195676_MTExLTgzLTRmZjJlYjY0OWI.webp | https://pictures-nigeria.jijistatic.com/117195677_MTExLTgzLWU2NDQ1ZmNhZjk.webp | https://pictures-nigeria.jijistatic.com/117195666_MTExLTgzLWNkMDg0M2NhOWU.webp | https://pictures-nigeria.jijistatic.com/117195667_MTExLTgzLWUyYWJkZGJkOTA.webp | https://pictures-nigeria.jijistatic.com/117195668_MTExLTE0OC1kZDZmMDNiNjcz.webp,Automatic,,princedozay,https://jiji.ng/lekki/cars/mercedes-benz-c300-2015-white-g5ksnLytuAjqnDufVwIVZXCD.html,"First owner, First registration, No faults",Mercedes-Benz,C300,2015,Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A),Sedan,All Wheel,2000           cc,4,241           hp,White,5,Yes,,,,
Toyota RAV4 2009 Silver,"₦ 4,700,000,",₦ 3.76 M ~ 3.94 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117196146_NjIwLTgyNy03MzQ3OTFiMTFl.webp,https://pictures-nigeria.jijistatic.com/117196146_MTExLTE0OC03MzQ3OTFiMTFl.webp | https://pictures-nigeria.jijistatic.com/117196196_MTExLTgzLWI0NmYxNjVlZWQ.webp | https://pictures-nigeria.jijistatic.com/117196208_MTExLTgzLTg0ZTI4NTcwNDM.webp | https://pictures-nigeria.jijistatic.com/117196217_MTExLTgzLTEzZjY2Zjc2NmU.webp | https://pictures-nigeria.jijistatic.com/117196221_MTExLTgzLTk2N2E3ZTM2ZWI.webp,Automatic,,ogbeide oseremen,https://jiji.ng/amuwo-odofin/cars/toyota-rav4-2009-silver-jVesYkM6sRXT8bxL5Cto2UyD.html,No faults,Toyota,RAV4,2009,,,,,,,Silver,,Yes,No,,,
Honda Pilot EX-L 4x4 (3.5L 6cyl 5A) 2008 Gray,"₦ 2,550,000,",,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/117228910_NjIwLTgyNy01NTk1NzIwZWI2.webp,https://pictures-nigeria.jijistatic.com/117228910_MTExLTE0OC01NTk1NzIwZWI2.webp | https://pictures-nigeria.jijistatic.com/117228912_MTExLTE0OC0zZjllMDgyNDgz.webp | https://pictures-nigeria.jijistatic.com/117229190_MTExLTE0OC1jZGQyZWZjNzVl.webp | https://pictures-nigeria.jijistatic.com/117229192_MTExLTE0OC1kMWI4NDM4N2Rk.webp | https://pictures-nigeria.jijistatic.com/117228968_MTExLTE0OC01NGJhOTY2NTc2.webp,Automatic,,Ezekiel Benjamin,https://jiji.ng/ojodu/cars/honda-pilot-ex-l-4x4-3-5l-6cyl-5a-2008-gray-BF4UFole5avk94Oube0zA5q8.html,"No faults, Unpainted",Honda,Pilot,2008,EX-L 4x4 (3.5L 6cyl 5A),SUV,All Wheel,3500           cc,6,247           hp,Gray,8,Yes,,,,
Toyota Sienna XLE FWD 2006 Red,"₦ 5,000,000",₦ 4.85 M ~ 5 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/116861279_NjIwLTgyNy0wOWUyZjQwZDI0.webp,https://pictures-nigeria.jijistatic.com/116861279_MTExLTE0OC0wOWUyZjQwZDI0.webp | https://pictures-nigeria.jijistatic.com/116861264_MTExLTgzLTkyMjk4YzNkMjU.webp | https://pictures-nigeria.jijistatic.com/116861263_MTExLTgzLTc1NTBiNTg0ODM.webp | https://pictures-nigeria.jijistatic.com/116861261_MTExLTE0OC1kNWUwZDI2NGU3.webp | https://pictures-nigeria.jijistatic.com/116862383_MTExLTgzLTJhNjRlOTQ3Y2Y.webp,Automatic,Front Fog Lamps | Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Frank Okeyson,https://jiji.ng/alimosho/cars/toyota-sienna-xle-fwd-2006-red-iuzmHvnFk1HRlEofZnVQHJ9X.html,"No faults, Unpainted, Original parts",Toyota,Sienna,2006,XLE FWD,Minivan,Front Wheel,3300           cc,6,215           hp,Red,7,No,,,,
Acura TL SH-AWD 2010 White,"₦ 3,500,000",,"Ondo, Akure",https://pictures-nigeria.jijistatic.com/108720832_NjIwLTExMDItMzBkMmIxMjc1Ng.webp,https://pictures-nigeria.jijistatic.com/108720832_MTExLTE5Ny0zMGQyYjEyNzU2.webp | https://pictures-nigeria.jijistatic.com/104846146_MTExLTE5Ny0xNzcxZmY1YWQ0.webp | https://pictures-nigeria.jijistatic.com/104846153_MTExLTE5Ny0zMGEwNDM0Mzg1.webp | https://pictures-nigeria.jijistatic.com/104846152_MTExLTE5Ny01ZDM1NTI3ZGM2.webp | https://pictures-nigeria.jijistatic.com/104846147_MTExLTE5Ny01ZjQ3YTI1MzU0.webp,Automatic,,Ayodele Olumide,https://jiji.ng/akure-south/cars/acura-tl-sh-awd-2010-white-eQq1q8BsD1qwHmVQhtRGftuy.html,First owner,Acura,TL,2010,SH-AWD,Sedan,All Wheel,3700           cc,6,309           hp,White,5,Yes,No,,,
Infiniti FX35 2006 Gray,"₦ 1,800,000",,"Anambra, Awka",https://pictures-nigeria.jijistatic.com/116839511_NjIwLTgyNy1jZWUxYWZmNDdj.webp,https://pictures-nigeria.jijistatic.com/116839511_MTExLTE0OC1jZWUxYWZmNDdj.webp | https://pictures-nigeria.jijistatic.com/116839510_MTExLTgzLTJlNDBmNWY2Y2M.webp | https://pictures-nigeria.jijistatic.com/116839512_MTExLTE0OC04NjM4NTFlMjRh.webp | https://pictures-nigeria.jijistatic.com/116839516_MTExLTE0OC1jNWUwNWQxNGQ0.webp | https://pictures-nigeria.jijistatic.com/116839514_MTExLTE0OC0zODM3ZjFiMGU5.webp,Automatic,,Natty shedrack,https://jiji.ng/awka-south/cars/infiniti-fx35-2006-gray-r42jT6v1udKR732rTjhtoHgQ.html,No faults,Infiniti,FX35,2006,,,,,,,Gray,,Yes,,,,
Toyota Fortuner 2013 Black,"₦ 8,500,000,",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/116405386_NjIwLTQ2NS1lODJlNTg1ZWU3.webp,https://pictures-nigeria.jijistatic.com/116405386_MTExLTgzLWU4MmU1ODVlZTc.webp | https://pictures-nigeria.jijistatic.com/116405391_MTExLTgzLTU2MWZlZTYyMzk.webp | https://pictures-nigeria.jijistatic.com/116405382_MTExLTgzLWM3YzBlMmY0MzM.webp | https://pictures-nigeria.jijistatic.com/116405379_MTExLTgzLTk4ODA0NmM3MGM.webp | https://pictures-nigeria.jijistatic.com/116405380_MTExLTgzLTg5MTZiMjQ1MjM.webp,Automatic,,Ogonna Emmanuel,https://jiji.ng/port-harcourt/cars/toyota-fortuner-2013-black-dmg88kGmPuzAvzmtm9Ck8QYr.html,"No faults, Original parts",Toyota,Fortuner,2013,,,,,,,Black,,Yes,Yes,,,
Toyota Highlander XLE 2019 Black,"₦ 17,000,000,",₦ 23.05 M ~ 24.98 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116859528_NjIwLTgyNy1hZDk1MjY4NTcy.webp,https://pictures-nigeria.jijistatic.com/116859528_MTExLTE0OC1hZDk1MjY4NTcy.webp | https://pictures-nigeria.jijistatic.com/116859532_MTExLTgzLTllNDIxNjhiNzg.webp | https://pictures-nigeria.jijistatic.com/116859525_MTExLTE0OC03NGU1OTYwZDc3.webp | https://pictures-nigeria.jijistatic.com/116859529_MTExLTgzLWQwMzM0MzNlZmU.webp | https://pictures-nigeria.jijistatic.com/116859538_MTExLTgzLTJjNmRjMmFmNTg.webp,Automatic,Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Parking Assist | Roof Rack | Alloy Wheels | LED Headlights | CD Player | Cruise Control | AM/FM Radio | Armrests | Electric Windows | Sidesteps | Leather Seats | Front Fog Lamps | Bullbar,Ahmad Oyemomi,https://jiji.ng/ikeja/cars/toyota-highlander-xle-2019-black-gsuucx7suKPTGX1YghmSfDyF.html,No faults,Toyota,Highlander,2019,XLE,,,,,295           hp,Black,,No,Yes,,,
Toyota Camry 2008 Silver,"₦ 3,700,000,",₦ 2.95 M ~ 3.2 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/115978440_NjIwLTQ2NS1hYjljMzYwYmRi.webp,https://pictures-nigeria.jijistatic.com/115978440_MTExLTgzLWFiOWMzNjBiZGI.webp | https://pictures-nigeria.jijistatic.com/115960488_MTExLTgzLWNlZWI4NTgyOWU.webp | https://pictures-nigeria.jijistatic.com/115960500_MTExLTgzLThhN2YwOGIwYmI.webp | https://pictures-nigeria.jijistatic.com/115960501_MTExLTgzLWE0Y2YzNDRmYjU.webp | https://pictures-nigeria.jijistatic.com/115960504_MTExLTgzLTAzZDAzMDc3ZjI.webp,Automatic,Cruise Control | Blind Spot Monitor | Air Conditioning | CD Player | AM/FM Radio | Cup Holders | Electric Mirrors | Android Auto | Anti-Lock Brakes | CarPlay | Bullbar | Front Fog Lamps | Armrests | Airbags | Alloy Wheels | Electric Windows,GreenHomes,https://jiji.ng/ogba/cars/toyota-camry-2008-silver-hloBYWwuvwoGGX8EN9Dqqs3C.html,No faults,Toyota,Camry,2008,,,,,,,Silver,,Yes,,,,
Lexus GS 300 Automatic 2007 White,"₦ 3,500,000",₦ 3.55 M ~ 3.7 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/116846550_NjIwLTQ2NS01ZDE0NjAyOWYz.webp,https://pictures-nigeria.jijistatic.com/116846550_MTExLTgzLTVkMTQ2MDI5ZjM.webp | https://pictures-nigeria.jijistatic.com/116846551_MTExLTgzLTlhYTQ5OGQ4ZTc.webp | https://pictures-nigeria.jijistatic.com/116846549_MTExLTgzLTAzMDNiOTdjZWQ.webp | https://pictures-nigeria.jijistatic.com/116846548_MTExLTgzLWY4NzRjNGE2YmY.webp | https://pictures-nigeria.jijistatic.com/116846554_MTExLTgzLWVkNDVjMGM1ZWM.webp,Automatic,Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Android Auto | Electric Mirrors | Alloy Wheels | LED Headlights | Cruise Control | CD Player | AM/FM Radio | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes | Front Fog Lamps | CarPlay,Adesogbon Oluwatobi,https://jiji.ng/ifako-ijaiye/cars/lexus-gs-300-automatic-2007-white-3DTHm0pWvoqCOSz2xzU0DzDc.html,"No faults, Original parts",Lexus,GS,2007,300 Automatic,Sedan,Rear Wheel,3000           cc,6,249           hp,White,5,Yes,Yes,,,
Toyota Camry 2010 Green,"₦ 3,500,000",₦ 3.34 M ~ 3.5 M,"Lagos, Surulere",https://pictures-nigeria.jijistatic.com/117204337_NjIwLTQ2NS1jY2IxNzZlNjU0.webp,https://pictures-nigeria.jijistatic.com/117204337_MTExLTgzLWNjYjE3NmU2NTQ.webp | https://pictures-nigeria.jijistatic.com/117204353_MTExLTE0OC02ZDYyNTcyMDg0.webp | https://pictures-nigeria.jijistatic.com/117204331_MTExLTgzLWMzMWI0NWU0NTA.webp | https://pictures-nigeria.jijistatic.com/117204342_MTExLTgzLTc1MjhkZmRjN2M.webp | https://pictures-nigeria.jijistatic.com/117212100_MTExLTE0OC01MDUwMmIyZTA3.webp,Automatic,,Bj Autos,https://jiji.ng/surulere/cars/toyota-camry-2010-green-1IlCPwgydfnGwV7NyTHvsmcG.html,No faults,Toyota,Camry,2010,,,,,,,Green,,,,,,
Lexus GX 460 Luxury 2015 White,"₦ 25,900,000",₦ 26.05 M ~ 27.95 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/115324033_NjIwLTQ2NS1hMzRjYTJkZTBi.webp,https://pictures-nigeria.jijistatic.com/115324033_MTExLTgzLWEzNGNhMmRlMGI.webp | https://pictures-nigeria.jijistatic.com/115319803_MTExLTgzLWJjMTQ1NTA3ZjM.webp | https://pictures-nigeria.jijistatic.com/115324049_MTExLTgzLTE5NjU0NmZkN2M.webp | https://pictures-nigeria.jijistatic.com/115324034_MTExLTgzLWQ0YjM1OTNkMTM.webp | https://pictures-nigeria.jijistatic.com/115324039_MTExLTgzLWE5NjFkNWFlMTY.webp,Automatic,,Adeshola Famurewa,https://jiji.ng/magodo/cars/lexus-gx-460-luxury-2015-white-zEebF87N3vsEchVU7WliY8jI.html,No faults,Lexus,GX,2015,460 Luxury,SUV,4x4,4600           cc,8,301           hp,White,7,No,,,,
Toyota Highlander 4x4 2008 Gray,"₦ 6,790,000",₦ 7.5 M ~ 7.8 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/109322133_NjIwLTQ2NS01OTVhN2U0N2U2.webp,https://pictures-nigeria.jijistatic.com/109322133_MTExLTgzLTU5NWE3ZTQ3ZTY.webp | https://pictures-nigeria.jijistatic.com/109322143_MTExLTgzLTBlZDU1NTFiZWQ.webp | https://pictures-nigeria.jijistatic.com/109322175_MTExLTgzLWE1ZjEyNTgxNmE.webp | https://pictures-nigeria.jijistatic.com/109322164_MTExLTgzLTUyMGRjMjM3Mzg.webp | https://pictures-nigeria.jijistatic.com/109322171_MTExLTgzLWE1ZTlmYmQ5NmU.webp,Automatic,,Giwa motor,https://jiji.ng/lagos-abule-egba/cars/toyota-highlander-4x4-2008-gray-mU7QYHwSLF8dZ2D5NNoAIxI7.html,No faults,Toyota,Highlander,2008,4x4,SUV,All Wheel,3500           cc,6,274           hp,Gray,7,,,,,
